<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
comex.GC,D,03/11/21,000000,1788.2000000,1788.8000000,1758.5000000,1778.1000000,216330
comex.GC,D,04/11/21,000000,1778.2000000,1800.3000000,1770.9000000,1792.4000000,203337
comex.GC,D,05/11/21,000000,1792.5000000,1820.1000000,1785.3000000,1820.0000000,238078
comex.GC,D,07/11/21,000000,1820.6000000,1820.7000000,1816.8000000,1817.5000000,3769
comex.GC,D,08/11/21,000000,1817.5000000,1828.3000000,1813.8000000,1826.4000000,153193
comex.GC,D,09/11/21,000000,1826.5000000,1834.8000000,1821.0000000,1832.0000000,168835
comex.GC,D,10/11/21,000000,1832.0000000,1870.6000000,1823.0000000,1850.6000000,269543
comex.GC,D,11/11/21,000000,1850.7000000,1868.7000000,1845.1000000,1864.5000000,151217
comex.GC,D,12/11/21,000000,1864.4000000,1871.4000000,1847.5000000,1867.7000000,168584
comex.GC,D,14/11/21,000000,1872.6000000,1872.6000000,1866.9000000,1868.0000000,2666
comex.GC,D,15/11/21,000000,1868.1000000,1873.0000000,1858.5000000,1864.4000000,124066
comex.GC,D,16/11/21,000000,1864.4000000,1879.5000000,1851.0000000,1851.9000000,197199
comex.GC,D,17/11/21,000000,1851.9000000,1870.6000000,1851.2000000,1868.7000000,140226
comex.GC,D,18/11/21,000000,1868.8000000,1873.3000000,1856.6000000,1861.1000000,142996
comex.GC,D,19/11/21,000000,1861.1000000,1868.1000000,1844.2000000,1846.8000000,182763
comex.GC,D,21/11/21,000000,1848.3000000,1848.5000000,1839.9000000,1846.0000000,5358
comex.GC,D,22/11/21,000000,1846.1000000,1850.4000000,1802.4000000,1809.3000000,236872
comex.GC,D,23/11/21,000000,1809.3000000,1812.5000000,1781.7000000,1791.3000000,192785
comex.GC,D,24/11/21,000000,1791.4000000,1796.2000000,1777.4000000,1789.8000000,136562
comex.GC,D,25/11/21,000000,1789.8000000,1801.8000000,1787.7000000,1792.4000000,49294
comex.GC,D,26/11/21,000000,1792.4000000,1816.3000000,1778.6000000,1792.3000000,108723
comex.GC,D,28/11/21,000000,1791.7000000,1796.1000000,1780.0000000,1794.8000000,4196
comex.GC,D,29/11/21,000000,1794.5000000,1798.9000000,1779.1000000,1788.4000000,17862
comex.GC,D,30/11/21,000000,1788.4000000,1811.4000000,1771.2000000,1774.6000000,233543
comex.GC,D,01/12/21,000000,1774.6000000,1795.7000000,1774.0000000,1783.6000000,169262
comex.GC,D,02/12/21,000000,1783.6000000,1783.9000000,1762.2000000,1769.9000000,161811
comex.GC,D,03/12/21,000000,1769.8000000,1788.0000000,1766.0000000,1783.9000000,161866
comex.GC,D,05/12/21,000000,1787.7000000,1789.0000000,1781.5000000,1783.9000000,14042
comex.GC,D,06/12/21,000000,1783.8000000,1788.4000000,1776.4000000,1781.7000000,99864
comex.GC,D,07/12/21,000000,1781.7000000,1791.6000000,1772.4000000,1785.5000000,123160
comex.GC,D,08/12/21,000000,1785.5000000,1794.3000000,1780.1000000,1784.3000000,106338
comex.GC,D,09/12/21,000000,1784.5000000,1788.4000000,1773.4000000,1776.8000000,116192
comex.GC,D,10/12/21,000000,1776.9000000,1791.0000000,1770.4000000,1783.1000000,134161
comex.GC,D,12/12/21,000000,1784.2000000,1790.1000000,1782.3000000,1783.8000000,13384
comex.GC,D,13/12/21,000000,1783.7000000,1792.8000000,1782.2000000,1786.3000000,103546
comex.GC,D,14/12/21,000000,1786.4000000,1789.8000000,1766.1000000,1772.8000000,145109
comex.GC,D,15/12/21,000000,1772.9000000,1783.6000000,1753.0000000,1780.1000000,160338
comex.GC,D,16/12/21,000000,1780.2000000,1804.5000000,1775.7000000,1799.8000000,161008
comex.GC,D,17/12/21,000000,1799.9000000,1815.7000000,1796.5000000,1798.6000000,142566
comex.GC,D,19/12/21,000000,1800.2000000,1803.3000000,1799.0000000,1800.7000000,14114
comex.GC,D,20/12/21,000000,1800.7000000,1804.6000000,1789.0000000,1792.2000000,103419
comex.GC,D,21/12/21,000000,1792.3000000,1801.7000000,1785.0000000,1791.0000000,127509
comex.GC,D,22/12/21,000000,1790.9000000,1807.6000000,1785.8000000,1804.5000000,107590
comex.GC,D,23/12/21,000000,1804.4000000,1812.0000000,1799.0000000,1810.1000000,97458
comex.GC,D,26/12/21,000000,1810.2000000,1810.2000000,1806.7000000,1808.2000000,1981
comex.GC,D,27/12/21,000000,1808.2000000,1814.6000000,1803.6000000,1813.2000000,77920
comex.GC,D,28/12/21,000000,1813.1000000,1821.6000000,1805.5000000,1807.2000000,97923
comex.GC,D,29/12/21,000000,1807.1000000,1808.0000000,1789.1000000,1805.2000000,133168
comex.GC,D,30/12/21,000000,1805.4000000,1818.1000000,1796.2000000,1816.6000000,103330
comex.GC,D,31/12/21,000000,1816.6000000,1831.4000000,1815.5000000,1830.5000000,94998
comex.GC,D,02/01/22,000000,1830.1000000,1833.0000000,1828.9000000,1829.5000000,2596
comex.GC,D,03/01/22,000000,1829.4000000,1832.6000000,1798.2000000,1804.1000000,152785
comex.GC,D,04/01/22,000000,1804.3000000,1817.2000000,1798.1000000,1814.3000000,153447
comex.GC,D,05/01/22,000000,1814.4000000,1830.7000000,1808.2000000,1810.4000000,154805
comex.GC,D,06/01/22,000000,1810.5000000,1811.4000000,1785.4000000,1791.1000000,201599
comex.GC,D,07/01/22,000000,1791.2000000,1798.4000000,1781.3000000,1796.5000000,160763
comex.GC,D,09/01/22,000000,1796.4000000,1796.4000000,1794.0000000,1794.8000000,1593
comex.GC,D,10/01/22,000000,1794.8000000,1802.8000000,1789.3000000,1801.0000000,131450
comex.GC,D,11/01/22,000000,1801.2000000,1823.1000000,1801.0000000,1820.5000000,143325
comex.GC,D,12/01/22,000000,1820.4000000,1828.2000000,1814.4000000,1825.1000000,144630
comex.GC,D,13/01/22,000000,1825.1000000,1828.3000000,1811.8000000,1820.5000000,135198
comex.GC,D,14/01/22,000000,1820.4000000,1829.3000000,1814.2000000,1817.3000000,151842
comex.GC,D,16/01/22,000000,1818.7000000,1818.9000000,1815.1000000,1815.8000000,1896
comex.GC,D,17/01/22,000000,1815.7000000,1822.9000000,1812.2000000,1818.7000000,47382
comex.GC,D,18/01/22,000000,1818.8000000,1822.4000000,1804.7000000,1813.9000000,207212
comex.GC,D,19/01/22,000000,1814.0000000,1843.9000000,1809.0000000,1838.9000000,238251
comex.GC,D,20/01/22,000000,1838.9000000,1848.5000000,1836.2000000,1839.6000000,161718
comex.GC,D,21/01/22,000000,1839.4000000,1843.7000000,1828.4000000,1836.1000000,167815
comex.GC,D,23/01/22,000000,1835.2000000,1837.5000000,1832.2000000,1835.1000000,3651
comex.GC,D,24/01/22,000000,1835.3000000,1844.9000000,1829.3000000,1843.8000000,164095
comex.GC,D,25/01/22,000000,1843.8000000,1854.2000000,1834.4000000,1849.7000000,156028
comex.GC,D,26/01/22,000000,1849.6000000,1849.7000000,1814.1000000,1821.4000000,181949
comex.GC,D,27/01/22,000000,1821.3000000,1821.3000000,1790.6000000,1796.3000000,131534
comex.GC,D,28/01/22,000000,1796.3000000,1798.4000000,1778.8000000,1790.1000000,11066
comex.GC,D,30/01/22,000000,1792.8000000,1792.8000000,1788.8000000,1790.1000000,2535
comex.GC,D,31/01/22,000000,1790.1000000,1800.9000000,1785.8000000,1798.6000000,125869
comex.GC,D,01/02/22,000000,1798.6000000,1809.7000000,1796.2000000,1801.0000000,122580
comex.GC,D,02/02/22,000000,1801.0000000,1812.0000000,1794.6000000,1808.4000000,115553
comex.GC,D,03/02/22,000000,1808.3000000,1809.5000000,1788.5000000,1806.3000000,166726
comex.GC,D,04/02/22,000000,1806.2000000,1815.8000000,1792.1000000,1808.8000000,169517
comex.GC,D,06/02/22,000000,1808.0000000,1814.7000000,1807.5000000,1810.6000000,3508
comex.GC,D,07/02/22,000000,1810.7000000,1824.6000000,1809.0000000,1822.9000000,131071
comex.GC,D,08/02/22,000000,1822.9000000,1829.9000000,1816.0000000,1827.0000000,132870
comex.GC,D,09/02/22,000000,1827.0000000,1837.1000000,1825.5000000,1833.3000000,124247
comex.GC,D,10/02/22,000000,1833.3000000,1843.3000000,1821.8000000,1827.3000000,211674
comex.GC,D,11/02/22,000000,1827.3000000,1867.4000000,1821.1000000,1860.6000000,225004
comex.GC,D,13/02/22,000000,1862.2000000,1864.0000000,1856.8000000,1861.1000000,6735
comex.GC,D,14/02/22,000000,1861.1000000,1876.5000000,1851.9000000,1873.0000000,211793
comex.GC,D,15/02/22,000000,1873.1000000,1881.6000000,1845.4000000,1854.5000000,205319
comex.GC,D,16/02/22,000000,1854.5000000,1874.6000000,1851.8000000,1871.7000000,132943
comex.GC,D,17/02/22,000000,1871.9000000,1904.0000000,1869.7000000,1902.6000000,245993
comex.GC,D,18/02/22,000000,1902.6000000,1905.0000000,1888.0000000,1900.8000000,150585
comex.GC,D,20/02/22,000000,1903.5000000,1909.5000000,1899.5000000,1907.3000000,6710
comex.GC,D,21/02/22,000000,1907.4000000,1918.3000000,1889.7000000,1912.0000000,106578
comex.GC,D,22/02/22,000000,1912.0000000,1916.4000000,1892.8000000,1899.9000000,198061
comex.GC,D,23/02/22,000000,1899.9000000,1913.8000000,1891.1000000,1913.1000000,148267
comex.GC,D,24/02/22,000000,1913.0000000,1976.5000000,1878.6000000,1907.8000000,399026
comex.GC,D,25/02/22,000000,1907.8000000,1925.0000000,1884.4000000,1890.1000000,210841
comex.GC,D,27/02/22,000000,1921.0000000,1935.2000000,1906.6000000,1912.5000000,17252
comex.GC,D,28/02/22,000000,1912.3000000,1921.8000000,1892.2000000,1908.1000000,220568
comex.GC,D,01/03/22,000000,1907.9000000,1952.6000000,1903.0000000,1945.0000000,210715
comex.GC,D,02/03/22,000000,1944.9000000,1951.4000000,1916.0000000,1931.0000000,214757
comex.GC,D,03/03/22,000000,1931.0000000,1944.6000000,1923.1000000,1937.3000000,159738
comex.GC,D,04/03/22,000000,1937.4000000,1974.9000000,1931.5000000,1974.9000000,218468
comex.GC,D,06/03/22,000000,1978.5000000,1995.8000000,1977.0000000,1992.2000000,13438
comex.GC,D,07/03/22,000000,1992.6000000,2007.5000000,1964.2000000,2002.8000000,280046
comex.GC,D,08/03/22,000000,2003.0000000,2078.8000000,1985.8000000,2051.5000000,366171
comex.GC,D,09/03/22,000000,2051.5000000,2068.5000000,1981.0000000,1994.9000000,295338
comex.GC,D,10/03/22,000000,1994.8000000,2015.1000000,1975.0000000,2000.6000000,206430
comex.GC,D,11/03/22,000000,2000.8000000,2003.0000000,1960.6000000,1992.3000000,172852
comex.GC,D,13/03/22,000000,1988.7000000,1994.8000000,1975.0000000,1978.0000000,6920
comex.GC,D,14/03/22,000000,1977.8000000,1982.6000000,1952.0000000,1954.6000000,130772
comex.GC,D,15/03/22,000000,1954.6000000,1954.7000000,1908.1000000,1919.8000000,173200
comex.GC,D,16/03/22,000000,1919.7000000,1930.1000000,1895.2000000,1928.1000000,157153
comex.GC,D,17/03/22,000000,1928.0000000,1951.0000000,1926.7000000,1944.3000000,123378
comex.GC,D,18/03/22,000000,1944.4000000,1946.2000000,1918.0000000,1921.5000000,116063
comex.GC,D,20/03/22,000000,1922.4000000,1928.2000000,1918.4000000,1919.1000000,3517
comex.GC,D,21/03/22,000000,1919.0000000,1941.8000000,1917.2000000,1936.1000000,102791
comex.GC,D,22/03/22,000000,1936.2000000,1939.5000000,1909.8000000,1919.7000000,114735
comex.GC,D,23/03/22,000000,1919.7000000,1948.8000000,1915.6000000,1946.3000000,111981
comex.GC,D,24/03/22,000000,1946.5000000,1967.2000000,1937.4000000,1959.7000000,137463
comex.GC,D,25/03/22,000000,1959.7000000,1965.1000000,1942.6000000,1957.6000000,116410
comex.GC,D,27/03/22,000000,1958.7000000,1959.8000000,1954.5000000,1957.0000000,2393
comex.GC,D,28/03/22,000000,1957.1000000,1958.4000000,1915.7000000,1923.6000000,134555
comex.GC,D,29/03/22,000000,1923.7000000,1929.4000000,1888.3000000,1915.1000000,70382
comex.GC,D,30/03/22,000000,1914.5000000,1938.6000000,1914.5000000,1938.6000000,7371
comex.GC,D,31/03/22,000000,1938.6000000,1955.0000000,1923.0000000,1941.4000000,133709
comex.GC,D,01/04/22,000000,1941.6000000,1944.5000000,1921.4000000,1928.5000000,123180
comex.GC,D,03/04/22,000000,1927.1000000,1928.9000000,1925.0000000,1928.5000000,2060
comex.GC,D,04/04/22,000000,1928.4000000,1941.6000000,1918.2000000,1935.7000000,101874
comex.GC,D,05/04/22,000000,1935.7000000,1948.9000000,1920.9000000,1923.9000000,138017
comex.GC,D,06/04/22,000000,1923.9000000,1937.6000000,1916.2000000,1927.0000000,144400
comex.GC,D,07/04/22,000000,1927.1000000,1941.7000000,1923.3000000,1936.1000000,112992
comex.GC,D,08/04/22,000000,1936.1000000,1952.2000000,1930.4000000,1950.4000000,129918
comex.GC,D,10/04/22,000000,1949.6000000,1954.2000000,1946.4000000,1948.1000000,4945
comex.GC,D,11/04/22,000000,1948.2000000,1974.6000000,1942.9000000,1956.8000000,173317
comex.GC,D,12/04/22,000000,1956.7000000,1982.7000000,1953.0000000,1969.5000000,156074
comex.GC,D,13/04/22,000000,1969.6000000,1985.8000000,1966.3000000,1980.8000000,121663
comex.GC,D,14/04/22,000000,1980.9000000,1984.0000000,1962.7000000,1977.1000000,133451
comex.GC,D,17/04/22,000000,1978.5000000,1992.6000000,1974.4000000,1991.2000000,8379
comex.GC,D,18/04/22,000000,1991.3000000,2003.0000000,1979.3000000,1980.5000000,128890
comex.GC,D,19/04/22,000000,1980.5000000,1985.1000000,1945.5000000,1951.9000000,172300
comex.GC,D,20/04/22,000000,1952.0000000,1960.9000000,1941.0000000,1959.3000000,130440
comex.GC,D,21/04/22,000000,1959.2000000,1959.9000000,1938.0000000,1952.8000000,139612
comex.GC,D,22/04/22,000000,1952.7000000,1957.8000000,1928.0000000,1932.5000000,159717
comex.GC,D,24/04/22,000000,1931.9000000,1935.5000000,1928.8000000,1933.8000000,3596
comex.GC,D,25/04/22,000000,1933.9000000,1933.9000000,1891.8000000,1900.2000000,205678
comex.GC,D,26/04/22,000000,1900.3000000,1912.2000000,1896.3000000,1907.5000000,152972
comex.GC,D,27/04/22,000000,1907.5000000,1908.1000000,1881.6000000,1886.1000000,163482
comex.GC,D,28/04/22,000000,1886.0000000,1897.8000000,1870.9000000,1896.4000000,162767
comex.GC,D,29/04/22,000000,1896.3000000,1921.3000000,1895.2000000,1896.9000000,162046
comex.GC,D,01/05/22,000000,1896.2000000,1900.4000000,1896.0000000,1897.8000000,4222
comex.GC,D,02/05/22,000000,1897.8000000,1899.1000000,1853.4000000,1863.2000000,176594
comex.GC,D,03/05/22,000000,1863.2000000,1878.4000000,1849.7000000,1868.8000000,139253
comex.GC,D,04/05/22,000000,1868.7000000,1894.9000000,1861.1000000,1894.7000000,133034
comex.GC,D,05/05/22,000000,1894.7000000,1910.7000000,1872.3000000,1874.4000000,188723
comex.GC,D,06/05/22,000000,1874.3000000,1894.0000000,1865.0000000,1882.8000000,138500
comex.GC,D,08/05/22,000000,1883.7000000,1885.6000000,1879.7000000,1881.1000000,3441
comex.GC,D,09/05/22,000000,1880.9000000,1881.7000000,1851.0000000,1854.1000000,143337
comex.GC,D,10/05/22,000000,1854.0000000,1864.7000000,1831.2000000,1832.4000000,163722
comex.GC,D,11/05/22,000000,1832.4000000,1857.8000000,1830.6000000,1853.9000000,179347
comex.GC,D,12/05/22,000000,1853.8000000,1858.8000000,1809.1000000,1820.1000000,189055
comex.GC,D,13/05/22,000000,1820.3000000,1827.6000000,1797.2000000,1810.3000000,149471
comex.GC,D,15/05/22,000000,1809.4000000,1812.4000000,1808.1000000,1811.7000000,5954
comex.GC,D,16/05/22,000000,1811.6000000,1828.4000000,1785.0000000,1825.6000000,134246
comex.GC,D,17/05/22,000000,1825.6000000,1834.8000000,1811.0000000,1812.9000000,114416
comex.GC,D,18/05/22,000000,1812.9000000,1822.9000000,1805.0000000,1814.4000000,108201
comex.GC,D,19/05/22,000000,1814.5000000,1848.2000000,1808.4000000,1840.8000000,146679
comex.GC,D,20/05/22,000000,1840.7000000,1847.8000000,1830.6000000,1845.1000000,110115
comex.GC,D,22/05/22,000000,1844.4000000,1858.2000000,1843.3000000,1845.0000000,5289
comex.GC,D,23/05/22,000000,1845.3000000,1864.3000000,1844.6000000,1852.5000000,109251
comex.GC,D,24/05/22,000000,1852.6000000,1869.1000000,1847.6000000,1866.1000000,116056
comex.GC,D,25/05/22,000000,1866.1000000,1866.7000000,1838.7000000,1852.3000000,108290
comex.GC,D,26/05/22,000000,1852.1000000,1852.6000000,1836.3000000,1850.5000000,80672
comex.GC,D,27/05/22,000000,1850.4000000,1860.7000000,1845.9000000,1850.6000000,12979
comex.GC,D,29/05/22,000000,1850.3000000,1850.7000000,1845.7000000,1847.7000000,15
comex.GC,D,30/05/22,000000,1848.4000000,1862.1000000,1847.1000000,1855.5000000,2483
comex.GC,D,31/05/22,000000,1855.5000000,1860.2000000,1837.6000000,1838.9000000,131310
comex.GC,D,01/06/22,000000,1838.9000000,1853.0000000,1830.2000000,1848.9000000,149161
comex.GC,D,02/06/22,000000,1849.1000000,1874.4000000,1846.5000000,1873.5000000,120391
comex.GC,D,03/06/22,000000,1873.6000000,1878.6000000,1849.7000000,1853.9000000,105500
comex.GC,D,05/06/22,000000,1853.7000000,1856.2000000,1852.4000000,1854.3000000,1807
comex.GC,D,06/06/22,000000,1854.4000000,1861.2000000,1840.0000000,1841.8000000,92221
comex.GC,D,07/06/22,000000,1841.8000000,1858.2000000,1838.5000000,1856.0000000,109797
comex.GC,D,08/06/22,000000,1856.0000000,1862.4000000,1846.6000000,1854.9000000,97614
comex.GC,D,09/06/22,000000,1855.0000000,1857.8000000,1841.9000000,1849.5000000,117776
comex.GC,D,10/06/22,000000,1849.7000000,1879.6000000,1826.5000000,1875.2000000,249450
comex.GC,D,12/06/22,000000,1879.0000000,1882.5000000,1877.8000000,1880.8000000,8030
comex.GC,D,13/06/22,000000,1880.9000000,1881.4000000,1809.2000000,1822.3000000,230740
comex.GC,D,14/06/22,000000,1822.3000000,1833.3000000,1806.1000000,1812.2000000,144410
comex.GC,D,15/06/22,000000,1812.2000000,1845.4000000,1809.9000000,1835.9000000,194007
comex.GC,D,16/06/22,000000,1836.0000000,1861.5000000,1816.3000000,1853.4000000,171302
comex.GC,D,17/06/22,000000,1853.5000000,1855.9000000,1836.1000000,1841.9000000,132870
comex.GC,D,19/06/22,000000,1840.6000000,1842.5000000,1836.8000000,1840.6000000,2035
comex.GC,D,20/06/22,000000,1840.8000000,1848.4000000,1836.8000000,1840.9000000,48423
comex.GC,D,21/06/22,000000,1840.9000000,1846.2000000,1830.7000000,1833.3000000,115888
comex.GC,D,22/06/22,000000,1833.3000000,1850.3000000,1824.5000000,1838.2000000,136433
comex.GC,D,23/06/22,000000,1838.4000000,1848.9000000,1823.1000000,1825.8000000,155998
comex.GC,D,24/06/22,000000,1825.8000000,1833.7000000,1817.7000000,1828.1000000,127900
comex.GC,D,26/06/22,000000,1839.6000000,1842.6000000,1832.3000000,1833.3000000,7736
comex.GC,D,27/06/22,000000,1833.2000000,1842.8000000,1821.8000000,1824.3000000,123399
comex.GC,D,28/06/22,000000,1824.3000000,1830.7000000,1819.1000000,1819.6000000,76014
comex.GC,D,29/06/22,000000,1819.6000000,1834.9000000,1810.7000000,1820.4000000,142568
comex.GC,D,30/06/22,000000,1820.2000000,1826.8000000,1802.5000000,1807.2000000,185096
comex.GC,D,01/07/22,000000,1807.3000000,1813.6000000,1783.4000000,1812.9000000,196048
comex.GC,D,03/07/22,000000,1814.4000000,1814.4000000,1808.9000000,1809.0000000,2573
comex.GC,D,04/07/22,000000,1809.1000000,1815.2000000,1804.8000000,1810.1000000,48661
comex.GC,D,05/07/22,000000,1810.2000000,1813.1000000,1763.0000000,1768.3000000,197367
comex.GC,D,06/07/22,000000,1768.2000000,1771.5000000,1730.7000000,1738.0000000,183585
comex.GC,D,07/07/22,000000,1738.1000000,1748.2000000,1734.7000000,1740.0000000,123454
comex.GC,D,08/07/22,000000,1740.1000000,1751.7000000,1726.0000000,1740.9000000,136720
comex.GC,D,10/07/22,000000,1741.5000000,1743.0000000,1739.5000000,1740.6000000,2529
comex.GC,D,11/07/22,000000,1740.6000000,1741.7000000,1729.0000000,1731.5000000,104379
comex.GC,D,12/07/22,000000,1731.6000000,1742.2000000,1721.6000000,1723.1000000,130488
comex.GC,D,13/07/22,000000,1723.1000000,1744.3000000,1704.5000000,1730.3000000,201912
comex.GC,D,14/07/22,000000,1730.3000000,1731.4000000,1695.0000000,1709.6000000,200574
comex.GC,D,15/07/22,000000,1709.7000000,1714.2000000,1696.6000000,1706.5000000,152747
comex.GC,D,17/07/22,000000,1706.4000000,1709.3000000,1704.4000000,1709.0000000,3584
comex.GC,D,18/07/22,000000,1709.0000000,1722.0000000,1704.6000000,1706.0000000,118917
comex.GC,D,19/07/22,000000,1706.0000000,1716.4000000,1702.6000000,1708.1000000,106786
comex.GC,D,20/07/22,000000,1708.0000000,1712.7000000,1690.1000000,1693.0000000,128507
comex.GC,D,21/07/22,000000,1693.0000000,1719.5000000,1678.4000000,1716.9000000,205079
comex.GC,D,22/07/22,000000,1717.0000000,1738.3000000,1711.7000000,1725.3000000,147935
comex.GC,D,24/07/22,000000,1724.8000000,1725.1000000,1722.3000000,1722.7000000,1864
comex.GC,D,25/07/22,000000,1722.8000000,1734.6000000,1712.9000000,1717.4000000,96079
comex.GC,D,26/07/22,000000,1717.7000000,1726.4000000,1711.5000000,1715.9000000,84120
comex.GC,D,27/07/22,000000,1715.9000000,1739.6000000,1709.1000000,1736.7000000,91750
comex.GC,D,28/07/22,000000,1737.1000000,1773.7000000,1732.0000000,1771.8000000,16464
comex.GC,D,29/07/22,000000,1771.8000000,1784.6000000,1768.4000000,1782.7000000,131140
comex.GC,D,31/07/22,000000,1782.5000000,1783.3000000,1777.3000000,1778.7000000,2772
comex.GC,D,01/08/22,000000,1778.8000000,1792.5000000,1774.3000000,1789.1000000,127023
comex.GC,D,02/08/22,000000,1789.2000000,1805.0000000,1771.4000000,1773.2000000,167003
comex.GC,D,03/08/22,000000,1773.1000000,1789.4000000,1770.0000000,1779.6000000,134005
comex.GC,D,04/08/22,000000,1779.6000000,1812.0000000,1779.4000000,1810.0000000,140427
comex.GC,D,05/08/22,000000,1810.0000000,1811.6000000,1780.2000000,1792.4000000,157464
comex.GC,D,07/08/22,000000,1790.3000000,1792.1000000,1787.6000000,1790.5000000,2250
comex.GC,D,08/08/22,000000,1790.5000000,1806.9000000,1786.9000000,1805.5000000,97747
comex.GC,D,09/08/22,000000,1805.4000000,1817.0000000,1799.4000000,1810.5000000,112406
comex.GC,D,10/08/22,000000,1810.4000000,1824.6000000,1803.3000000,1807.3000000,144755
comex.GC,D,11/08/22,000000,1807.3000000,1814.9000000,1798.6000000,1804.6000000,113234
comex.GC,D,12/08/22,000000,1804.6000000,1819.1000000,1799.6000000,1818.9000000,108889
comex.GC,D,14/08/22,000000,1818.9000000,1818.9000000,1815.1000000,1815.1000000,2739
comex.GC,D,15/08/22,000000,1815.1000000,1817.8000000,1787.6000000,1793.8000000,133206
comex.GC,D,16/08/22,000000,1793.9000000,1798.0000000,1785.4000000,1790.1000000,87247
comex.GC,D,17/08/22,000000,1790.1000000,1796.6000000,1773.9000000,1779.3000000,135050
comex.GC,D,18/08/22,000000,1779.3000000,1786.3000000,1768.8000000,1771.8000000,118654
comex.GC,D,19/08/22,000000,1771.8000000,1772.0000000,1759.1000000,1760.3000000,128238
comex.GC,D,21/08/22,000000,1760.6000000,1761.7000000,1758.4000000,1759.1000000,2111
comex.GC,D,22/08/22,000000,1759.1000000,1762.1000000,1740.2000000,1748.4000000,133284
comex.GC,D,23/08/22,000000,1748.4000000,1767.5000000,1743.1000000,1759.1000000,140175
comex.GC,D,24/08/22,000000,1759.0000000,1769.5000000,1754.8000000,1764.0000000,108530
comex.GC,D,25/08/22,000000,1764.1000000,1778.8000000,1763.0000000,1769.5000000,111635
comex.GC,D,26/08/22,000000,1769.5000000,1771.3000000,1746.2000000,1750.8000000,165446
comex.GC,D,28/08/22,000000,1748.4000000,1750.7000000,1742.3000000,1746.2000000,5548
comex.GC,D,29/08/22,000000,1746.1000000,1757.9000000,1731.4000000,1751.8000000,147533
comex.GC,D,30/08/22,000000,1752.1000000,1752.8000000,1732.9000000,1734.8000000,121536
comex.GC,D,31/08/22,000000,1734.7000000,1738.0000000,1717.2000000,1719.9000000,168668
comex.GC,D,01/09/22,000000,1719.9000000,1719.9000000,1699.1000000,1708.0000000,181303
comex.GC,D,02/09/22,000000,1708.0000000,1729.5000000,1707.0000000,1722.6000000,161403
comex.GC,D,04/09/22,000000,1724.2000000,1724.5000000,1718.8000000,1718.9000000,2249
comex.GC,D,05/09/22,000000,1718.8000000,1726.6000000,1718.6000000,1724.8000000,49365
comex.GC,D,06/09/22,000000,1724.8000000,1737.4000000,1710.6000000,1714.0000000,148308
comex.GC,D,07/09/22,000000,1714.0000000,1731.2000000,1701.7000000,1727.7000000,163910
comex.GC,D,08/09/22,000000,1727.7000000,1739.4000000,1713.7000000,1721.4000000,178371
comex.GC,D,09/09/22,000000,1721.5000000,1740.5000000,1720.4000000,1727.6000000,144028
comex.GC,D,11/09/22,000000,1728.4000000,1731.4000000,1727.7000000,1729.5000000,2781
comex.GC,D,12/09/22,000000,1729.4000000,1746.4000000,1722.3000000,1736.4000000,149700
comex.GC,D,13/09/22,000000,1736.3000000,1742.9000000,1706.7000000,1712.0000000,217210
comex.GC,D,14/09/22,000000,1712.1000000,1717.3000000,1703.3000000,1707.0000000,146542
comex.GC,D,15/09/22,000000,1707.1000000,1707.5000000,1668.9000000,1671.4000000,249000
comex.GC,D,16/09/22,000000,1671.4000000,1689.9000000,1661.9000000,1684.5000000,197808
comex.GC,D,18/09/22,000000,1685.4000000,1688.8000000,1682.5000000,1686.6000000,4104
comex.GC,D,19/09/22,000000,1686.5000000,1687.4000000,1667.6000000,1684.6000000,132629
comex.GC,D,20/09/22,000000,1684.6000000,1688.8000000,1668.1000000,1674.5000000,133454
comex.GC,D,21/09/22,000000,1674.5000000,1696.9000000,1661.3000000,1675.3000000,214030
comex.GC,D,22/09/22,000000,1675.3000000,1693.5000000,1663.3000000,1681.2000000,224468
comex.GC,D,23/09/22,000000,1681.0000000,1685.0000000,1646.6000000,1651.7000000,217586
comex.GC,D,25/09/22,000000,1651.0000000,1653.4000000,1647.5000000,1651.3000000,4562
comex.GC,D,26/09/22,000000,1651.4000000,1657.2000000,1627.7000000,1634.6000000,202338
comex.GC,D,27/09/22,000000,1634.5000000,1650.1000000,1634.0000000,1636.1000000,176143
comex.GC,D,28/09/22,000000,1636.2000000,1671.6000000,1622.2000000,1664.5000000,251391
comex.GC,D,29/09/22,000000,1664.5000000,1673.4000000,1649.3000000,1672.8000000,190146
comex.GC,D,30/09/22,000000,1672.8000000,1684.4000000,1667.5000000,1668.3000000,168752
comex.GC,D,02/10/22,000000,1670.5000000,1673.5000000,1668.3000000,1672.2000000,4316
comex.GC,D,03/10/22,000000,1672.2000000,1711.6000000,1666.5000000,1710.0000000,199977
comex.GC,D,04/10/22,000000,1710.0000000,1738.7000000,1704.0000000,1734.3000000,190255
comex.GC,D,05/10/22,000000,1734.3000000,1736.6000000,1708.8000000,1727.0000000,161207
comex.GC,D,06/10/22,000000,1726.9000000,1734.2000000,1714.8000000,1720.2000000,129730
comex.GC,D,07/10/22,000000,1720.1000000,1722.8000000,1698.4000000,1701.8000000,148178
comex.GC,D,09/10/22,000000,1703.4000000,1707.4000000,1702.3000000,1704.4000000,4616
